Compiling /home/azbench/image/run_raftkvs_server.sc
2022/07/04 04:02:42 removing badger files
2022/07/04 04:02:42 persist false
2022/07/04 04:02:42 Monitor: started listening on 10.0.0.8:9000
2022/07/04 04:02:42 relaxed mailboxes started listening on: 10.0.0.8:8000
2022/07/04 04:02:42 fd change state: archetype = 4, old state = uninitialized, new state = alive. Due to rpc call reply
2022/07/04 04:02:42 fd change state: archetype = 5, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.9:9000: connect: connection refused
2022/07/04 04:02:42 fd change state: archetype = 6, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.10:9000: connect: connection refused
2022/07/04 04:02:42 fd change state: archetype = 9, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.13:9000: connect: connection refused
2022/07/04 04:02:42 fd change state: archetype = 2, old state = uninitialized, new state = alive. Due to rpc call reply
2022/07/04 04:02:42 fd change state: archetype = 1, old state = uninitialized, new state = alive. Due to rpc call reply
2022/07/04 04:02:42 fd change state: archetype = 3, old state = uninitialized, new state = alive. Due to rpc call reply
2022/07/04 04:02:42 fd change state: archetype = 7, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.11:9000: connect: connection refused
2022/07/04 04:02:42 fd change state: archetype = 8, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.12:9000: connect: connection refused
2022/07/04 04:02:42 failed to dial 10.0.0.9:8000, aborting: dial tcp 10.0.0.9:8000: connect: connection refused
2022/07/04 04:02:42 failed to dial 10.0.0.10:8000, aborting: dial tcp 10.0.0.10:8000: connect: connection refused
2022/07/04 04:02:42 failed to dial 10.0.0.11:8000, aborting: dial tcp 10.0.0.11:8000: connect: connection refused
2022/07/04 04:02:42 failed to dial 10.0.0.12:8000, aborting: dial tcp 10.0.0.12:8000: connect: connection refused
2022/07/04 04:02:42 failed to dial 10.0.0.13:8000, aborting: dial tcp 10.0.0.13:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.9:8000, aborting: dial tcp 10.0.0.9:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.10:8000, aborting: dial tcp 10.0.0.10:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.11:8000, aborting: dial tcp 10.0.0.11:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.12:8000, aborting: dial tcp 10.0.0.12:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.13:8000, aborting: dial tcp 10.0.0.13:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.9:8000, aborting: dial tcp 10.0.0.9:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.10:8000, aborting: dial tcp 10.0.0.10:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.11:8000, aborting: dial tcp 10.0.0.11:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.12:8000, aborting: dial tcp 10.0.0.12:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.13:8000, aborting: dial tcp 10.0.0.13:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.9:8000, aborting: dial tcp 10.0.0.9:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.10:8000, aborting: dial tcp 10.0.0.10:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.11:8000, aborting: dial tcp 10.0.0.11:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.12:8000, aborting: dial tcp 10.0.0.12:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.13:8000, aborting: dial tcp 10.0.0.13:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.9:8000, aborting: dial tcp 10.0.0.9:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.10:8000, aborting: dial tcp 10.0.0.10:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.11:8000, aborting: dial tcp 10.0.0.11:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.12:8000, aborting: dial tcp 10.0.0.12:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.13:8000, aborting: dial tcp 10.0.0.13:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.9:8000, aborting: dial tcp 10.0.0.9:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.10:8000, aborting: dial tcp 10.0.0.10:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.11:8000, aborting: dial tcp 10.0.0.11:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.12:8000, aborting: dial tcp 10.0.0.12:8000: connect: connection refused
2022/07/04 04:02:43 failed to dial 10.0.0.13:8000, aborting: dial tcp 10.0.0.13:8000: connect: connection refused
2022/07/04 04:02:43 fd change state: archetype = 5, old state = failed, new state = alive. Due to rpc call reply
2022/07/04 04:02:45 fd change state: archetype = 6, old state = failed, new state = alive. Due to rpc call reply
2022/07/04 04:02:46 fd change state: archetype = 7, old state = failed, new state = alive. Due to rpc call reply
2022/07/04 04:02:48 fd change state: archetype = 8, old state = failed, new state = alive. Due to rpc call reply
2022/07/04 04:02:50 fd change state: archetype = 9, old state = failed, new state = alive. Due to rpc call reply
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:10 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:17 network error during remote value write, aborting: write tcp 10.0.0.8:38658->10.0.0.7:8023: write: broken pipe
2022/07/04 04:03:18 network error during remote value write, aborting: write tcp 10.0.0.8:44936->10.0.0.7:8033: write: broken pipe
2022/07/04 04:03:25 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:27 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:27 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:27 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:27 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:28 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:28 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:29 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:29 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:29 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:29 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:30 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:30 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:30 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:30 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:30 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:30 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:30 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 received SIGTERM
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
2022/07/04 04:03:31 handleConn err = EOF, value = defaultInitValue
